"obs";"bio1";"bio2";"bio3";"bio4";"bio5";"bio6";"bio7";"bio8";"bio9";"bio10";"bio11";"bio12";"bio13";"bio14";"bio15";"bio16";"bio17";"bio18";"bio19"
0;-143;86;16;15799;135;-394;529;56;-335;59;-335;191;35;4;69;98;15;85;15
0;-118;86;16;15208;148;-364;512;66;-301;77;-304;256;42;9;51;111;30;106;31
0;-55;106;21;13942;191;-292;483;98;-202;123;-230;402;84;17;62;196;54;194;58
0;-155;74;14;15085;109;-387;496;36;-335;43;-335;164;34;4;68;84;14;74;14
0;35;109;24;11126;246;-191;437;158;-46;171;-118;1061;111;68;16;320;210;317;239
0;-66;79;18;12259;140;-292;432;77;-177;79;-228;572;82;25;41;226;79;208;89
0;-75;97;18;15129;186;-346;532;97;-259;112;-274;355;56;12;49;153;44;152;47
0;-68;128;23;14955;209;-334;543;119;-151;119;-261;248;57;6;79;143;20;143;27
0;-122;89;16;15818;156;-382;538;74;-316;79;-316;248;42;6;62;121;21;107;21
0;-64;120;25;11914;169;-299;468;87;-129;87;-215;339;62;13;48;148;48;148;56
0;-61;97;18;14941;195;-329;524;108;-172;124;-257;310;45;13;42;124;41;120;51
0;-125;78;16;14349;125;-359;484;53;-301;57;-302;245;42;4;64;120;17;103;20
0;133;179;48;7118;320;-48;368;217;126;226;43;339;72;6;76;192;24;159;54
0;-25;117;30;9377;173;-213;386;82;-79;92;-148;457;60;15;32;165;66;154;105
0;-158;82;15;15683;117;-404;521;41;-348;44;-348;201;38;5;64;101;18;87;18
0;37;86;30;6959;188;-96;284;39;75;126;-52;1352;211;69;36;501;214;258;367
0;-3;125;24;12631;237;-264;501;150;-160;150;-175;777;90;40;27;262;133;262;134
0;106;154;35;9672;325;-104;429;206;-18;231;-18;547;92;11;63;265;36;237;36
0;-13;88;28;7284;151;-154;305;-59;21;83;-102;1098;157;48;37;415;154;187;338
0;143;113;34;7930;307;-25;332;237;101;243;38;1103;116;74;13;320;243;316;255
0;213;153;51;5305;352;54;298;264;191;273;141;154;29;1;58;71;12;65;26
0;-89;88;16;15343;171;-353;524;92;-278;102;-285;273;43;11;48;115;34;110;37
0;20;113;30;8778;211;-164;375;-86;20;129;-96;685;70;27;20;200;120;194;190
0;2;116;25;12000;222;-239;461;143;-67;143;-161;430;70;18;50;194;61;194;71
0;210;179;47;7351;387;10;377;288;130;299;112;290;75;4;90;174;18;130;20
0;34;111;26;10508;241;-179;420;114;-97;162;-107;925;103;53;17;281;180;245;197
0;67;164;42;7633;282;-107;389;50;-17;168;-27;290;30;21;12;87;63;71;65
0;119;192;51;6926;312;-61;373;204;152;211;34;418;81;10;67;213;37;178;87
0;-102;124;24;14415;176;-339;515;89;-206;89;-273;254;46;8;60;126;30;126;37
0;5;119;24;12397;231;-247;478;152;-60;152;-163;409;76;14;59;202;55;202;58
0;60;118;29;9696;265;-131;396;133;-59;180;-70;824;108;33;28;274;131;244;133
0;-139;73;14;15103;122;-369;491;50;-319;57;-319;134;27;4;65;69;12;63;12
0;75;115;31;8834;262;-103;365;165;-43;185;-43;894;101;49;22;289;155;276;155
0;33;130;26;12571;271;-218;489;185;-139;185;-139;438;76;11;62;206;38;206;38
0;-33;103;22;12269;187;-278;465;107;-124;119;-200;941;130;43;36;356;146;348;156
0;-32;98;19;13804;206;-293;499;125;-199;137;-219;586;88;19;48;245;70;240;73
0;-119;68;16;12359;104;-315;419;38;-267;44;-267;216;44;4;68;111;14;95;14
0;198;142;42;7033;353;15;338;249;112;283;102;452;79;12;51;181;47;136;52
0;206;159;61;3333;347;90;257;167;203;253;167;84;16;0;68;44;1;19;44
0;95;99;47;4080;214;5;209;49;146;149;45;2250;351;39;60;1018;160;183;965
0;-11;113;21;13971;231;-285;516;157;-178;157;-203;499;80;18;51;217;62;217;67
0;-46;131;26;12997;197;-300;497;112;-112;112;-220;523;71;26;28;179;86;179;113
0;-113;68;16;11863;99;-307;406;35;-260;40;-260;281;50;7;58;129;24;112;24
0;-27;107;20;14473;218;-306;524;149;-199;149;-224;372;60;15;45;156;51;156;55
0;184;165;44;7437;388;15;373;107;213;282;93;158;20;1;43;57;14;34;57
0;-74;70;16;11776;122;-290;412;65;-233;65;-233;380;58;14;48;158;43;158;43
0;60;60;31;4547;161;-28;189;36;103;120;6;2685;411;129;35;987;419;456;728
0;81;87;37;5084;221;-12;233;26;148;148;21;1843;291;42;60;830;145;167;768
0;9;127;26;12094;237;-246;483;142;-80;154;-157;817;95;42;26;272;140;266;151
0;69;93;32;6689;227;-57;284;-11;154;154;-16;1308;198;41;52;582;137;137;529
0;-63;93;17;15515;202;-332;534;114;-181;133;-263;274;42;10;44;110;36;102;46
0;104;178;39;9363;331;-115;446;201;-15;227;-15;345;65;7;67;167;24;158;24
0;-124;116;23;14268;152;-352;504;67;-236;67;-291;224;42;7;64;115;28;115;32
0;21;114;25;11238;233;-210;443;144;-63;157;-133;1062;120;62;23;355;191;337;234
0;-4;125;28;10493;200;-235;435;121;-65;121;-146;573;104;22;63;289;74;289;78
0;-64;79;19;11125;139;-270;409;68;-95;72;-209;548;72;27;36;211;86;196;101
0;97;122;28;10500;304;-120;424;205;-47;226;-47;905;111;24;44;330;83;326;83
0;-81;108;21;14333;188;-317;505;104;-177;104;-257;413;64;20;43;175;63;175;67
0;-40;98;21;12289;180;-280;460;101;-189;113;-206;985;130;48;31;358;164;343;172
0;92;136;30;10764;313;-131;444;204;-52;227;-52;569;89;12;53;243;45;231;45
0;33;109;31;7882;212;-132;344;-63;32;132;-70;653;73;34;19;197;124;180;186
0;-27;106;22;12363;191;-282;473;113;-132;116;-196;577;82;19;44;224;67;214;81
0;23;129;25;12807;259;-243;502;176;-155;176;-155;551;94;12;61;256;47;256;47
0;2;131;26;12122;238;-253;491;134;-85;148;-165;772;87;42;21;244;139;236;156
0;71;137;39;7231;276;-74;350;-13;162;165;-20;520;56;22;24;158;83;101;144
0;143;135;36;8230;325;-46;371;141;32;246;32;1151;136;60;20;353;227;269;227
0;-46;100;19;14105;202;-307;509;117;-216;127;-236;483;71;16;47;203;54;198;59
0;200;126;39;6727;357;39;318;237;125;283;110;1023;128;53;25;313;212;220;225
0;-62;79;18;12246;140;-292;432;80;-225;81;-225;554;81;21;45;226;69;202;69
0;-126;78;16;14391;124;-361;485;52;-303;56;-304;248;42;4;63;120;18;103;20
0;-48;123;23;13593;200;-315;515;117;-115;117;-230;246;51;7;62;124;27;124;38
0;193;135;45;5989;334;37;297;266;155;266;113;1310;173;60;31;480;216;480;303
0;-88;78;16;14077;150;-320;470;78;-209;90;-264;230;41;9;51;102;29;90;33
0;-124;84;16;15235;140;-374;514;65;-313;67;-313;258;42;5;59;121;22;104;22
0;-112;66;15;12380;107;-312;419;44;-265;47;-265;226;42;6;61;106;21;88;21
0;11;131;27;11823;238;-243;481;140;-75;153;-151;818;94;47;23;262;149;256;156
0;-50;115;26;11753;178;-259;437;101;-116;101;-196;330;67;9;66;172;37;172;47
0;26;117;24;12545;254;-232;486;176;-148;176;-148;654;105;17;53;286;67;286;67
0;-106;89;16;15528;165;-366;531;82;-296;92;-300;267;46;7;58;127;25;116;27
0;2;109;24;11858;215;-230;445;142;-61;142;-159;437;73;17;50;198;60;198;72
0;-67;75;17;12124;133;-293;426;75;-231;75;-231;429;67;14;52;185;43;185;43
0;180;121;39;6665;326;21;305;263;141;263;91;1265;163;62;30;461;225;461;266
0;-122;81;16;14812;137;-355;492;60;-299;69;-299;224;39;8;55;102;27;93;28
0;-90;65;16;11527;105;-295;400;47;-243;48;-243;405;60;18;40;156;56;138;56
0;-112;85;16;15444;156;-367;523;76;-300;85;-303;233;39;7;58;110;23;102;25
0;92;97;27;9135;272;-82;354;205;-21;205;-29;935;92;50;17;267;176;267;189
0;175;135;41;6904;330;7;323;134;226;261;83;1484;160;88;19;439;283;328;434
0;25;119;26;11110;238;-206;444;159;-36;159;-125;424;73;16;57;203;55;203;62
0;49;102;27;9463;241;-135;376;128;-29;165;-76;819;95;41;22;259;144;238;165
0;-131;81;15;15131;131;-376;507;58;-318;60;-318;252;42;5;59;120;21;104;21
0;65;153;35;9450;291;-141;432;161;-59;185;-59;341;63;10;59;159;39;135;39
0;169;104;35;6976;310;14;296;253;118;256;77;1398;169;79;24;478;280;459;312
0;19;147;34;9624;223;-201;424;136;-88;136;-112;529;103;15;66;259;58;259;58
0;-142;70;14;14818;122;-358;480;46;-314;55;-314;120;25;2;73;67;9;57;9
0;-65;104;19;15165;209;-314;523;127;-232;127;-256;386;57;16;46;162;54;162;55
0;-45;105;28;9087;150;-223;373;62;-54;72;-160;458;49;19;25;140;71;132;123
0;-36;113;21;14708;219;-308;527;143;-136;143;-231;327;46;17;36;126;51;126;57
0;-140;73;14;15085;121;-370;491;49;-320;56;-320;146;29;4;65;75;12;68;12
0;-35;98;19;13903;207;-289;496;136;-221;136;-221;513;88;18;50;222;64;222;64
0;4;112;23;12120;227;-242;469;138;-85;150;-164;933;120;38;35;346;138;328;154
0;-5;120;24;12410;225;-260;485;134;-102;143;-175;733;96;28;35;264;104;257;112
0;28;123;25;12043;254;-225;479;172;-139;172;-139;703;103;19;50;289;71;289;71
0;-53;101;20;14542;207;-286;493;131;-137;131;-238;291;52;7;59;144;32;144;47
0;204;105;39;5802;326;61;265;270;169;274;125;1589;181;84;18;497;318;485;390
0;73;122;31;9159;267;-116;383;167;-38;188;-50;1114;104;73;11;308;237;308;242
0;-23;115;23;12863;204;-284;488;129;-99;129;-200;472;84;19;52;218;61;218;73
0;-89;89;17;15218;176;-343;519;91;-214;106;-279;266;44;11;45;112;36;101;44
0;-60;132;25;13589;195;-329;524;107;-128;107;-238;360;60;16;40;145;54;145;66
0;94;99;26;9789;281;-96;377;216;-37;216;-37;903;100;36;27;295;141;295;141
0;-152;85;16;15686;125;-397;522;47;-340;51;-340;151;31;4;69;79;12;69;12
0;89;62;41;3323;172;21;151;56;129;132;50;2328;354;56;56;1008;194;225;962
0;-132;76;15;14242;118;-363;481;45;-306;50;-306;260;45;5;64;126;19;108;19
0;100;124;29;10535;308;-116;424;209;-42;231;-42;738;113;15;53;301;58;282;58
0;211;162;52;5329;354;48;306;262;188;271;138;191;40;3;76;100;13;86;21
0;-64;92;17;15084;195;-324;519;105;-176;124;-260;279;43;12;41;111;40;107;47
0;70;138;34;8558;282;-115;397;156;-39;181;-39;361;64;13;54;162;46;135;46
0;11;115;23;12840;245;-240;485;165;-164;165;-164;485;77;19;49;212;65;212;65
0;120;131;36;8411;300;-63;363;205;6;224;6;1086;122;72;16;323;233;319;233
0;-44;102;20;13502;189;-299;488;119;-133;119;-225;438;69;21;42;182;65;182;71
0;59;123;33;8212;265;-97;362;-39;158;165;-45;525;64;29;24;174;98;120;159
0;-100;87;18;13791;161;-310;471;89;-133;89;-254;287;46;14;43;116;44;116;47
0;54;135;32;9375;264;-148;412;150;-2;172;-69;356;68;12;56;156;43;146;44
0;-6;121;24;12428;226;-261;487;132;-100;144;-176;840;101;36;31;292;130;283;141
0;-9;118;23;13321;228;-273;501;152;-165;152;-190;499;81;17;51;222;63;222;65
0;180;138;42;6679;334;6;328;229;89;261;89;734;95;33;35;248;109;216;109
0;89;152;33;10303;323;-125;448;194;-44;222;-44;446;83;7;67;222;26;193;26
0;-65;93;17;15119;189;-338;527;107;-250;121;-264;312;46;14;41;125;44;122;49
0;171;131;41;6921;322;5;317;93;224;256;78;1425;170;72;22;444;268;342;411
0;0;116;23;13040;228;-262;490;155;-155;155;-179;443;82;14;59;211;50;211;53
0;30;153;40;7718;234;-145;379;128;60;132;-64;422;52;22;20;134;83;117;99
0;52;154;37;9131;284;-132;416;96;-63;172;-63;218;32;11;32;77;35;63;35
0;-3;124;26;11771;216;-245;461;137;-70;137;-164;484;93;17;62;242;58;242;66
0;-30;107;23;12105;190;-275;465;107;-120;120;-195;999;133;50;31;362;166;350;181
0;12;117;23;12868;248;-242;490;166;-164;166;-164;483;77;19;50;212;64;212;64
0;190;136;47;5396;322;36;286;244;130;251;114;352;78;6;73;175;29;143;32
0;-149;86;16;15817;129;-398;527;51;-340;54;-340;163;32;4;69;85;12;74;12
0;90;163;38;9203;314;-113;427;184;-26;211;-26;426;79;8;72;226;27;192;27
0;140;172;57;4304;305;7;298;96;194;197;88;462;96;1;91;260;3;10;257
0;225;107;40;5392;345;83;262;266;195;287;149;658;129;18;53;260;93;186;106
0;217;163;54;5493;364;65;299;286;236;286;147;327;90;2;102;213;11;213;70
0;40;127;26;11678;264;-207;471;181;-121;181;-121;713;108;14;55;309;59;309;59
0;-87;97;18;15379;193;-329;522;92;-203;115;-272;264;40;13;37;99;40;98;48
0;-103;84;16;14812;156;-343;499;75;-230;87;-284;268;45;11;47;116;37;103;41
0;-32;98;20;12677;186;-281;467;111;-134;120;-205;801;106;35;38;309;114;286;128
0;49;154;38;8196;269;-129;398;132;-54;157;-54;301;56;8;56;135;29;119;29
0;-92;106;24;12151;148;-293;441;68;-169;68;-238;288;69;6;83;176;30;176;35
0;-40;95;20;13664;201;-258;459;134;-123;134;-210;333;79;12;75;181;37;181;45
0;-70;122;22;15181;211;-330;541;124;-166;124;-261;233;42;7;59;115;24;115;32
0;-116;86;16;15193;150;-362;512;68;-298;79;-302;259;42;9;50;111;31;106;32
0;184;142;37;8586;391;8;383;96;222;297;78;137;17;3;34;45;17;32;40
0;11;127;27;11601;229;-227;456;149;-56;149;-148;457;90;16;64;234;53;234;61
0;152;133;38;7643;320;-22;342;248;104;248;51;1144;111;79;11;315;257;315;279
0;120;126;36;8186;293;-57;350;203;73;222;10;1145;132;74;16;340;250;339;250
0;240;126;49;5112;361;106;255;304;255;304;175;210;61;1;104;144;4;144;38
0;44;99;34;6444;208;-75;283;-29;127;129;-34;1282;217;22;63;623;104;107;578
0;68;160;36;9513;301;-143;444;116;-55;192;-55;355;63;12;56;164;39;121;39
0;121;118;51;3844;255;28;227;78;170;171;74;1542;285;3;83;798;26;44;788
0;-137;73;14;15183;132;-362;494;55;-314;64;-314;133;26;3;63;68;12;60;12
0;105;172;43;7939;312;-87;399;210;6;210;6;349;57;10;51;145;34;145;34
0;67;158;35;9682;301;-142;443;165;-58;193;-58;396;72;12;58;185;41;148;41
0;-51;87;19;12620;161;-291;452;95;-158;100;-221;699;98;29;41;280;98;260;104
0;-87;93;17;15347;178;-354;532;93;-274;105;-284;301;48;10;50;133;36;128;38
0;-146;69;14;15101;120;-369;489;46;-322;54;-322;130;26;4;66;66;13;59;13
0;-13;115;22;13711;228;-283;511;152;-175;152;-200;504;81;18;50;221;62;221;66
0;-34;100;19;13975;209;-297;506;125;-202;137;-224;540;81;17;47;226;63;223;66
0;43;129;26;12172;280;-200;480;167;-123;192;-123;426;77;11;60;196;40;190;40
0;223;122;51;4256;329;94;235;272;176;273;165;1350;227;39;62;649;165;629;191
0;62;60;33;4330;164;-15;179;35;118;118;10;1887;256;67;45;758;229;283;666
0;74;177;37;9931;320;-155;475;147;-59;200;-59;291;32;15;22;87;49;75;49
0;-99;113;20;15740;193;-360;553;107;-210;107;-289;252;46;9;56;122;30;122;35
0;-36;109;28;9965;168;-220;388;79;-36;93;-159;692;90;32;33;251;107;239;144
0;-62;83;18;12232;150;-287;437;82;-173;84;-223;525;72;26;35;195;80;187;94
0;-95;91;17;15406;173;-358;531;89;-284;100;-290;293;50;8;57;136;29;127;31
0;-115;84;16;15405;152;-368;520;72;-303;81;-306;230;39;7;56;108;23;101;25
0;1;119;24;12262;232;-249;481;136;-88;149;-167;875;110;31;36;320;128;308;138
0;-20;103;20;13494;216;-282;498;133;-186;145;-203;636;92;22;44;256;78;255;81
0;108;152;35;9253;331;-94;425;175;-13;227;-13;258;29;15;22;84;48;65;48
0;40;169;42;7390;266;-128;394;-39;135;139;-50;406;47;18;28;135;61;74;123
0;-61;101;19;14475;196;-323;519;107;-234;119;-251;463;78;16;51;202;54;196;56
0;48;167;43;7677;253;-135;388;150;-46;150;-46;485;79;12;54;211;45;211;45
0;-40;131;26;12894;202;-293;495;114;-101;114;-215;258;53;6;61;127;27;127;42
0;7;125;25;12188;236;-248;484;141;-84;154;-160;831;98;41;27;281;141;274;149
0;-65;91;17;15070;194;-319;513;104;-174;123;-260;276;43;12;43;112;37;111;43
0;-117;86;16;15582;154;-372;526;75;-307;81;-309;208;36;5;63;103;17;93;19
0;111;118;32;8809;299;-65;364;158;-5;223;-5;1026;99;71;10;285;226;269;226
0;-46;109;21;14219;209;-310;519;128;-214;128;-237;487;76;17;47;204;58;204;61
0;71;193;52;6632;261;-109;370;152;100;158;-12;497;99;13;68;259;49;218;94
0;-78;110;20;15407;203;-337;540;120;-181;120;-270;307;48;14;42;124;45;124;54
0;245;170;57;5153;381;86;295;309;228;309;180;350;97;1;107;247;9;247;46
0;86;151;34;10061;307;-130;437;191;-45;215;-45;596;98;12;60;274;41;256;41
0;-86;92;17;14609;172;-342;514;91;-266;95;-274;386;58;13;46;161;43;151;45
0;-138;72;15;13384;100;-353;453;-24;-299;37;-299;234;47;7;58;106;24;91;24
0;61;91;27;8192;225;-104;329;-18;161;161;-49;1172;126;79;14;357;245;245;322
0;-1;99;20;13666;236;-258;494;166;-161;166;-187;472;75;17;51;207;57;207;60
0;162;124;34;8239;337;-21;358;163;264;264;50;1287;137;83;19;403;263;263;307
0;-127;73;15;13529;117;-340;457;43;-289;51;-289;177;39;2;82;99;7;83;7
0;-46;89;19;12693;169;-289;458;101;-149;108;-218;757;106;31;41;306;108;287;111
0;169;163;44;7314;371;2;369;93;238;264;79;124;20;1;55;55;9;13;54
0;71;120;26;11618;291;-163;454;213;-88;213;-88;696;102;15;52;289;52;289;52
0;-17;112;23;13703;226;-258;484;148;-167;148;-197;452;83;16;54;208;59;208;59
0;5;126;25;12261;237;-251;488;141;-85;153;-163;826;99;39;29;284;135;275;146
0;83;162;43;7492;277;-96;373;173;-11;181;-11;435;80;21;54;203;65;189;65
0;14;132;29;10828;225;-221;446;143;-45;143;-133;493;94;19;66;258;60;258;66
0;-13;124;25;13065;224;-263;487;143;-80;143;-189;456;80;19;51;207;61;207;67
0;34;135;30;10643;262;-185;447;144;-28;167;-107;360;67;14;52;163;48;150;52
0;12;113;28;9868;206;-189;395;131;-46;131;-121;549;79;22;40;223;84;223;110
0;81;158;37;8724;303;-113;416;147;121;194;-32;356;43;12;29;121;56;88;81
0;-110;62;16;11403;85;-300;385;29;-255;33;-255;406;60;15;45;165;50;145;50
0;87;131;39;6863;280;-49;329;5;176;176;0;526;97;7;71;272;36;36;253
0;-132;82;18;13038;104;-337;441;41;-255;41;-282;147;33;4;72;78;14;78;16
0;-26;99;28;8368;152;-196;348;39;-35;80;-135;559;63;22;27;184;84;154;147
0;214;172;52;5953;375;46;329;290;232;290;137;124;27;0;76;62;2;62;37
0;-119;70;16;13081;109;-327;436;42;-277;50;-277;202;38;6;62;100;20;89;20
0;-146;79;15;15193;117;-383;500;44;-330;49;-330;146;30;3;71;79;10;70;10
0;-86;90;17;15146;173;-347;520;91;-208;104;-279;289;44;12;42;117;39;113;45
0;244;162;57;4950;374;92;282;307;255;307;182;320;108;1;118;224;5;224;43
0;-18;103;20;13437;218;-280;498;147;-182;147;-200;657;94;23;44;262;81;262;84
0;58;145;31;10869;296;-167;463;169;-87;195;-87;360;73;8;65;175;27;157;27
0;-158;80;18;12962;78;-359;437;15;-282;15;-307;148;32;5;72;82;18;82;20
0;-51;114;23;12972;187;-307;494;107;-119;107;-222;496;77;23;36;195;79;195;98
0;213;175;60;4295;369;78;291;261;212;275;163;86;19;0;75;37;0;35;36
0;81;167;41;7872;311;-89;400;-9;181;187;-15;256;30;9;29;86;37;47;78
0;-145;70;14;14244;109;-364;473;35;-315;43;-315;220;45;3;72;116;12;98;12
0;121;126;30;9825;321;-87;408;220;-12;243;-12;885;132;21;48;347;75;320;75
0;-97;84;16;14796;162;-338;500;80;-223;94;-278;269;45;12;47;116;38;102;42
0;-55;84;19;12347;148;-291;439;87;-220;87;-221;619;89;23;46;253;74;224;88
0;182;130;37;7403;350;7;343;221;274;274;82;1057;127;49;23;326;200;200;242
0;10;126;33;8020;204;-172;376;48;74;110;-92;692;83;43;18;209;149;185;184
0;-135;68;15;13134;101;-342;443;30;-291;40;-291;185;40;3;72;96;11;80;11
0;173;161;47;6478;333;-7;340;240;99;250;86;287;88;2;116;204;8;176;11
0;97;126;29;10468;305;-121;426;225;-47;225;-47;885;115;21;49;338;73;338;73
0;-129;73;15;13657;117;-344;461;43;-293;51;-293;188;41;2;80;104;7;88;7
0;49;66;32;4985;158;-48;206;55;67;114;-12;1868;290;84;38;721;281;359;472
0;-54;100;18;15441;214;-318;532;137;-153;137;-255;323;49;14;44;135;44;135;51
0;-86;69;17;11259;105;-288;393;49;-235;49;-235;359;56;16;43;146;51;137;51
0;-29;102;21;12603;188;-278;466;111;-132;119;-202;697;101;22;43;270;85;239;98
0;-12;103;20;13997;227;-282;509;157;-177;157;-205;544;84;16;49;230;63;230;65
0;106;148;34;9446;338;-88;426;150;-13;231;-13;177;24;10;27;61;31;46;31
0;-108;107;21;14507;158;-346;504;83;-227;83;-283;178;35;6;61;84;19;84;25
0;53;166;40;7970;283;-123;406;84;154;159;-46;328;41;20;22;102;64;77;82
0;125;130;33;9058;316;-71;387;125;2;238;2;1069;113;57;18;316;207;281;207
0;-79;96;18;14998;185;-343;528;99;-261;110;-272;388;66;12;53;175;41;164;44
0;70;125;28;10756;283;-156;439;188;-79;201;-79;829;106;25;41;307;89;301;89
0;-54;125;25;12561;183;-302;485;99;-119;99;-221;240;50;6;61;122;27;122;39
0;-27;116;22;14229;222;-292;514;143;-115;143;-218;370;55;18;41;153;55;153;60
0;145;185;62;4037;288;-7;295;190;136;194;94;809;208;12;91;494;50;456;91
0;143;117;31;8910;325;-45;370;143;205;253;22;1242;133;77;17;383;254;283;296
0;-9;125;24;13063;235;-276;511;150;-188;150;-188;737;102;28;40;286;101;286;101
0;-9;115;23;12411;220;-262;482;128;-164;139;-181;859;109;30;36;318;122;302;131
0;53;186;42;8618;268;-169;437;154;-61;162;-61;255;47;10;51;116;33;106;33
0;-64;83;18;12557;151;-296;447;83;-176;87;-230;600;81;30;35;225;92;213;103
0;-35;114;23;13623;214;-270;484;138;-113;138;-206;383;71;12;64;190;40;190;54
0;-51;101;24;11080;168;-238;406;95;-57;95;-184;415;81;12;64;210;47;210;61
0;150;113;35;7530;308;-12;320;239;108;245;51;1207;135;75;18;377;248;375;282
0;-14;121;23;13499;228;-279;507;146;-86;146;-196;418;74;19;51;192;61;192;62
0;115;89;27;8449;282;-43;325;97;6;222;6;1107;107;79;10;301;256;284;256
0;-109;69;16;11953;108;-304;412;41;-255;47;-255;241;50;5;67;122;17;107;17
0;-68;94;27;9083;127;-220;347;56;-84;56;-171;483;76;20;44;203;69;203;91
0;-46;108;20;15339;222;-314;536;143;-138;143;-247;347;53;17;41;142;52;142;55
0;-5;123;25;12495;221;-268;489;141;-76;141;-178;467;81;19;55;220;60;220;72
0;141;130;38;7766;310;-32;342;139;198;238;37;1412;151;84;15;399;286;329;377
0;113;180;53;5499;283;-52;335;176;109;183;43;695;166;11;84;407;51;355;120
0;96;166;44;7380;299;-71;370;188;126;193;6;368;53;12;35;127;50;109;96
0;21;132;31;9982;226;-191;417;142;-37;142;-112;558;98;22;59;272;71;272;86
0;-97;87;16;15290;165;-355;520;85;-284;95;-290;265;42;11;45;111;34;106;37
0;-79;89;18;13748;178;-294;472;108;-185;108;-235;301;47;14;42;120;44;120;49
0;34;132;27;12381;274;-214;488;185;-107;185;-134;403;73;11;64;189;35;189;35
0;-80;106;20;15841;196;-334;530;95;-184;123;-279;166;28;5;49;72;20;67;31
0;15;96;37;5652;163;-96;259;-47;89;89;-52;969;127;46;40;379;148;148;338
0;27;122;32;8310;215;-155;370;130;-17;130;-83;717;73;35;20;213;127;213;187
0;-91;95;18;15422;191;-327;518;91;-212;114;-273;259;41;12;40;98;38;96;46
0;50;119;34;7512;250;-91;341;-37;143;148;-43;849;116;31;39;341;114;131;309
0;109;119;30;9565;301;-86;387;208;-21;227;-21;1022;114;52;22;325;187;315;187
0;57;145;35;8881;268;-137;405;147;-57;171;-57;309;63;7;70;154;27;136;27
0;-109;75;16;14173;137;-322;459;61;-275;74;-277;188;34;7;55;86;23;81;25
0;-6;113;23;13024;221;-270;491;150;-159;150;-185;442;81;15;57;208;52;208;56
0;186;173;47;7028;358;-6;364;260;108;271;92;311;72;4;97;198;16;167;18
0;-34;99;19;13648;203;-295;498;123;-203;133;-218;565;84;19;47;234;66;230;71
0;-40;111;21;14762;219;-300;519;139;-233;139;-233;403;70;17;50;182;56;182;56
0;44;117;28;10278;254;-162;416;162;-94;171;-94;806;96;32;30;269;118;263;118
0;49;160;37;9239;286;-141;427;142;-70;169;-70;210;29;8;37;75;27;66;27
0;9;131;27;11866;239;-244;483;138;-77;152;-154;778;91;41;23;249;137;236;155
0;-25;115;23;12894;203;-286;489;128;-101;128;-202;475;86;18;53;220;60;220;72
0;-12;118;23;12811;224;-276;500;142;-112;142;-187;619;97;24;47;253;78;253;89
0;-68;113;21;15375;215;-317;532;129;-169;129;-259;348;55;15;45;150;48;150;57
0;-70;118;25;11813;159;-296;455;78;-139;78;-222;557;80;29;30;202;96;202;113
0;-59;94;17;15377;207;-317;524;133;-163;133;-258;294;45;12;45;122;38;122;45
0;167;136;41;7235;327;-4;331;257;122;257;70;1181;144;71;23;396;228;396;269
0;52;119;31;8758;254;-125;379;-56;7;163;-64;507;59;27;22;152;96;137;138
0;-19;112;21;14121;223;-296;519;151;-185;151;-212;390;66;14;47;167;52;167;56
0;-81;68;17;11214;108;-285;393;51;-191;51;-231;415;62;19;39;161;60;152;61
0;55;155;39;8439;281;-114;395;94;-50;167;-50;301;43;13;36;114;41;94;41
0;33;132;29;10569;258;-184;442;142;-28;164;-107;371;68;15;51;164;51;153;57
0;-78;90;28;8294;106;-215;321;36;-102;36;-169;589;80;28;33;218;95;218;126
0;-109;87;16;15200;156;-358;514;74;-292;85;-297;263;43;10;50;112;32;107;35
0;-91;93;18;15287;186;-330;516;89;-208;110;-275;236;38;10;44;95;33;94;40
0;-114;110;21;14839;167;-354;521;84;-136;84;-293;282;59;10;60;136;36;136;45
0;211;136;41;6624;362;37;325;252;130;289;119;559;79;22;43;196;76;160;78
0;112;116;30;9662;303;-83;386;212;-19;231;-19;998;113;52;22;315;183;303;183
0;-121;103;20;14510;145;-347;492;71;-145;71;-295;173;33;5;60;85;20;85;27
0;-5;124;24;12697;234;-269;503;149;-163;149;-178;773;91;37;31;268;123;268;126
0;-53;89;19;12500;169;-285;454;94;-161;100;-219;592;76;31;33;218;95;209;108
0;99;114;29;9551;290;-92;382;196;-31;216;-31;977;106;52;20;300;182;293;182
0;49;176;43;7785;267;-137;404;147;81;152;-48;374;49;18;23;122;75;105;85
0;-35;109;20;15307;230;-301;531;151;-122;151;-236;378;61;16;46;164;53;164;55
0;-17;109;21;13539;215;-283;498;146;-175;146;-202;451;85;15;58;214;50;214;54
0;-74;70;17;11300;116;-282;398;59;-184;59;-226;412;62;19;39;160;59;152;60
0;72;161;40;8045;303;-99;402;-17;175;180;-26;324;36;13;26;101;48;59;92
0;-6;118;23;13392;231;-272;503;155;-163;155;-189;493;81;16;51;220;61;220;64
0;63;136;29;11413;300;-167;467;180;-89;207;-89;417;79;7;66;200;27;180;27
0;-37;104;19;15401;230;-299;529;151;-124;151;-238;376;62;14;48;166;49;166;54
0;-31;126;26;12685;203;-280;483;105;-18;122;-202;522;62;21;24;165;86;160;128
0;184;144;39;7664;362;-5;367;226;93;279;81;808;123;42;34;291;136;188;136
0;-101;85;16;14953;160;-345;505;78;-227;91;-284;264;44;11;46;113;36;101;41
